sent_id,observation_id,common_name,text,SPECIES,BEHAVIOR,HABITAT,notes,annotator,confidence
149944134_0,149944134,Eastern Cottontail,"This rabbit is brown and has a small white cotton tail Eastern Cottontail (Sylvilagus floridanus) observed at Pinellas Park, FL, USA.",rabbit; Sylvilagus floridanus; Eastern Cottontail,observed,Park,,,
164457205_0,164457205,Florida Raccoon,"2 juveniles in a tree, scared of the traffic Florida Raccoon (Procyon lotor elucus) observed at Lake Weldona, Orlando, FL 32806, USA.",Raccoon; Procyon lotor,observed,Lake,,,
211998187_0,211998187,Florida Manatee,"My mom and I saw saw this manatee at a canal near our house Florida Manatee (Trichechus manatus latirostris) observed at Florida, US.",manatee; Florida Manatee; Trichechus manatus latirostris,observed,canal,,,
215963733_2,215963733,Eastern Fox Squirrel,"This might indicate that they are not Sherman s but big cypress Eastern Fox Squirrel (Sciurus niger) observed at Buckingham, FL, USA.",Fox Squirrel; Sciurus niger,observed,big cypress,,,
166451088_4,166451088,Bobcat,"All of my Big Cypress observations from this trip: Blacklighting observations: Bobcat (Lynx rufus) observed at Big Cypress, FL, USA.",Bobcat; Lynx rufus,observed,Big Cypress,,,
149997351_0,149997351,Marsh Rabbit,"gray rabbit bigger circular ears white around mouth Marsh Rabbit (Sylvilagus palustris) observed at Eagle Lake Park, Largo, FL, US.",rabbit; Marsh Rabbit; Sylvilagus palustris,observed,Lake; Park,,,
181311520_3,181311520,Wild Boar,"Wild Boar (Sus scrofa) observed at Florida, Hernando, Chassahowitzka Wildlife and Environmental Area, Thunder Crossing Road, knoll.",Sus scrofa; Wild Boar,Crossing; observed,Road,,,
200532170_0,200532170,Eastern Cottontail,"In height Missing an ear after being attacked by a hawk Eastern Cottontail (Sylvilagus floridanus) observed at North East Park, St.",Sylvilagus floridanus; Eastern Cottontail,observed,Park,,,
239792158_0,239792158,Mexican Long-nosed Armadillo,"armadillo walking along the brush Mexican Long-nosed Armadillo (Dasypus mexicanus) observed at Belcher Rd S, Pinellas Park, FL, US.",Mexican Long-nosed Armadillo; armadillo,walking; observed,Park,,,
329854649_1,329854649,Domestic Cat,"Domestic Cat (Felis catus) observed at Florida, Miami-Dade, North Miami Beach, 148 NW 167th Street, North Miami Beach Inn & Suites.",Felis catus; Domestic Cat,observed,Beach,,,
162123247_0,162123247,Cotton Mouse,"handled and released happily under FWC permits Cotton Mouse (Peromyscus gossypinus) observed at Mandarin Lake Rd, Melrose, FL, US.",Mouse,observed,Lake,,,
200143741_1,200143741,Mexican Long-nosed Armadillo,"Mexican Long-nosed Armadillo (Dasypus mexicanus) observed at Florida Caverns State Park, 3345 Caverns Rd, Marianna, FL 32446, USA.",Mexican Long-nosed Armadillo,observed,Park,,,
221374696_0,221374696,West Indian Manatee,"With group of at least 10 West Indian Manatee (Trichechus manatus) observed at Everglades National Park, Monroe County, US-FL, US.",Trichechus manatus; West Indian Manatee,observed,Everglades; Park,,,
253239332_0,253239332,Florida Manatee,Three manatees while kayaking in the Loxahatchee River Florida Manatee (Trichechus manatus latirostris) observed at United States.,Florida Manatee; Trichechus manatus latirostris,observed,River,,,
256314187_0,256314187,Domestic Cat,"Semi feral cat(s) that live near the neighborhood Domestic Cat (Felis catus) observed at Providence Lakes, Brandon, FL 33511, USA.",Felis catus; Domestic Cat; feral cat,observed,neighborhood,,,
158236652_0,158236652,West Indian Manatee,"Everglades National Park West Indian Manatee (Trichechus manatus) observed at Everglades National Park, Monroe County, US-FL, US.",Trichechus manatus; West Indian Manatee,observed,Everglades; Park,,,
162121962_0,162121962,Eastern Woodrat,"handled and released happily under FWC permits Eastern Woodrat (Neotoma floridana) observed at Mandarin Lake Rd, Melrose, FL, US.",Eastern Woodrat; Neotoma floridana,observed,Lake,,,
187168938_0,187168938,Domestic Cat,"Cute, possibly feral, forest kitty Domestic Cat (Felis catus) observed at Hugh Taylor Birch State Park, Fort Lauderdale, FL, US.",Felis catus; Domestic Cat,observed,forest; Park,,,
206471214_0,206471214,North American River Otter,"Deceased :( found on north side of road North American River Otter (Lontra canadensis) observed at Bowling Green, FL 33834, USA.",North American River Otter; Lontra canadensis,observed; found,road,,,
255788169_1,255788169,North American River Otter,"St Johns River, St Johns, Florida North American River Otter (Lontra canadensis) observed at Orangedale, Florida, United States.",North American River Otter; Lontra canadensis,observed,St Johns River,,,
157324756_0,157324756,Marsh Rabbit,"City of Coconut Creek Nature Challenge Marsh Rabbit (Sylvilagus palustris) observed at Sabal Pines Park, Coconut Creek, FL, US.",Marsh Rabbit; Sylvilagus palustris,observed,Park; Creek,,,
180125500_1,180125500,West Indian Manatee,Locals confirmed there is at least one manatee in this pond West Indian Manatee (Trichechus manatus) observed at United States.,manatee; Trichechus manatus; West Indian Manatee,observed,pond,,,
193427528_0,193427528,North American River Otter,"Otter road kill seen by Quincey McElroy North American River Otter (Lontra canadensis) observed at E Capps Hwy, Lamont, FL, US.",Otter; North American River Otter; Lontra canadensis,observed; seen,road,,,
200649642_0,200649642,North American River Otter,"I got these from the backyard of my friends house North American River Otter (Lontra canadensis) observed at Placido Bayou, St.",North American River Otter; Lontra canadensis,observed,backyard,,,
201365992_1,201365992,Florida Manatee,"Most had left, only 1 or 2 left in park Florida Manatee (Trichechus manatus latirostris) observed at Volusia County, US-FL, US.",Florida Manatee; Trichechus manatus latirostris,observed,park,,,
229465428_0,229465428,Coyote,"Medium sized COYOTE in the neighborhood early this morning Coyote (Canis latrans) observed at Jenkins Ave, Brooksville, FL, US.",Coyote; Canis latrans; COYOTE,observed,neighborhood,,,
147710464_0,147710464,Wild Boar,"Lying on the side of the road - for between 2 and 3 weeks Wild Boar (Sus scrofa) observed at Beauchamp Rd, Plant City, FL, US.",Sus scrofa; Wild Boar,observed,road,,,
154660010_0,154660010,Sherman's Fox Squirrel,"Ocala Wetland Recharge Park Sherman's Fox Squirrel (Sciurus niger shermani) observed at 2105 NW 21st St, Ocala, FL 34475, USA.",Fox Squirrel; Sciurus niger,observed,Wetland; Park,,,
205471304_0,205471304,Black Rat,"DOR, bad condition and not very fresh, moved off of road Black Rat (Rattus rattus) observed at North Key Largo, FL 33037, USA.",Rat,observed,road,,,
230078416_0,230078416,Domestic Cat,"PP210, DOR, good condition and fresh, moved off of road Domestic Cat (Felis catus) observed at North Key Largo, FL 33037, USA.",Felis catus; Domestic Cat,observed,road,,,
251265140_0,251265140,Southeastern Pocket Gopher,"Blackwater River State Park, upland avanna Southeastern Pocket Gopher (Geomys pinetis) observed at Santa Rosa County, FL, USA.",Geomys pinetis; Southeastern Pocket Gopher,observed,River; Park,,,
150273350_3,150273350,Mexican Long-nosed Armadillo,"Mexican Long-nosed Armadillo (Dasypus mexicanus) observed at Florida, Pinellas, Brooker Creek Preserve, northeastern portion.",Mexican Long-nosed Armadillo,observed,Creek,,,
154898571_0,154898571,Domestic Cat,"Part of a group of strays that stay over by the parking lot Domestic Cat (Felis catus) observed at Middleburg, FL 32068, USA.",Felis catus; Domestic Cat,observed,parking lot,,,
161214335_1,161214335,Eastern Fox Squirrel,"Could this be a Sherman s or is this a Big Cypress Fox Squirrel Eastern Fox Squirrel (Sciurus niger) observed at Florida, US.",Fox Squirrel; Sciurus niger,observed,Big Cypress,,,
171935677_0,171935677,American Black Bear,"Bear track (adjacent dog track for scale) American Black Bear (Ursus americanus) observed at New Smyrna Beach, FL 32168, USA.",Bear; Black Bear,observed,Beach,,,
224046060_0,224046060,West Indian Manatee,"At the Ellie Schiller Homosassa Springs Wildlife State Park West Indian Manatee (Trichechus manatus) observed at Florida, US.",Trichechus manatus; West Indian Manatee,observed,Park,,,
250178851_6,250178851,Common Bottlenose Dolphin,"Common Bottlenose Dolphin (Tursiops truncatus) observed at Florida, Pasco, Hudson area, Hudson Beach Park, southern pavilion.",Tursiops truncatus; Common Bottlenose Dolphin,observed,Beach; Park,,,
146986039_0,146986039,Mexican Long-nosed Armadillo,"Global Roadkill Project Mexican Long-nosed Armadillo (Dasypus mexicanus) observed at Citrus River Ranchettes, FL 32953, USA.",Mexican Long-nosed Armadillo,observed,River,,,
146194434_0,146194434,Wild Boar,"Jonathan Dickinson State Park, Martin County, FL Wild Boar (Sus scrofa) observed at Jonathan Dickinson State Park, FL, USA.",Sus scrofa; Wild Boar,observed,Park,,,
161879790_0,161879790,Red Fox,"We saw this coming out of the thick marsh near the Matanzas River , and have seen a red Fox a few at her times in the area!",red Fox,seen,River; marsh,,,
168390820_0,168390820,Florida Raccoon,"Two cute raccoons playing in the pond :) Florida Raccoon (Procyon lotor elucus) observed at Winderley Pl, Maitland, FL, US.",Raccoon; Procyon lotor,playing; observed,pond,,,
180472114_0,180472114,Common Bottlenose Dolphin,Not sure what species of dolphin would this be Common Bottlenose Dolphin (Tursiops truncatus) observed at Clearwater Beach.,Common Bottlenose Dolphin; dolphin; Tursiops truncatus,observed,Beach,,,
187416692_3,187416692,Florida Gray Squirrel,"Urban location Florida Gray Squirrel (Sciurus carolinensis extimus) observed at University of South Florida, Tampa, FL, US.",Gray Squirrel; Sciurus carolinensis,observed,Urban,,,
192153558_1,192153558,American Black Bear,"American Black Bear (Ursus americanus) observed at Dagny Johnson Key Largo Hammock Botanical State Park, Key Largo, FL, US.",Black Bear,observed,Park; Hammock,,,
196644173_6,196644173,North American River Otter,"North American River Otter (Lontra canadensis) observed at Florida, Pasco, Aripeka area, the former Old Belcher Mines Park.",North American River Otter; Lontra canadensis,observed,Park,,,
212416204_0,212416204,Common Bottlenose Dolphin,"Lots of playful dolphins out on the bay today Common Bottlenose Dolphin (Tursiops truncatus) observed at Tampa Bay, FL, US.",Tursiops truncatus; Common Bottlenose Dolphin,observed,Tampa Bay; bay,,,
223454482_0,223454482,Common Bottlenose Dolphin,"Saw a pod consisting of 5 dolphins Common Bottlenose Dolphin (Tursiops truncatus) observed at North Atlantic Ocean, FL, US.",Tursiops truncatus; Common Bottlenose Dolphin,observed,Ocean,,,
245626490_0,245626490,Eastern Cottontail,"The rabbit is cleaning its legs Eastern Cottontail (Sylvilagus floridanus) observed at Cabbage Island, Lake Placid, FL, US.",rabbit; Sylvilagus floridanus; Eastern Cottontail,observed,Lake,,,
254109914_0,254109914,Mexican Long-nosed Armadillo,"For more follow me on Mexican Long-nosed Armadillo (Dasypus mexicanus) observed at Alafia River State Park, Lithia, FL, US.",Mexican Long-nosed Armadillo,observed,River; Park,,,
255309691_0,255309691,Mexican Long-nosed Armadillo,"Global Roadkill Project Mexican Long-nosed Armadillo (Dasypus mexicanus) observed at The Oaks At Lake Front, FL 32953, USA.",Mexican Long-nosed Armadillo,observed,Lake,,,
170944181_10,170944181,Mexican Long-nosed Armadillo,"Mexican Long-nosed Armadillo (Dasypus mexicanus) observed at San Felasco Hammock Preserve State Park, Gainesville, FL, US.",Mexican Long-nosed Armadillo,observed,Park; Hammock,,,
187662387_0,187662387,Wild Boar,"This animal was killed in a a vehicular collision Wild Boar (Sus scrofa) observed at White Pond Church Rd, Alford, FL, US.",Sus scrofa; Wild Boar,observed,Pond,,,
223328017_0,223328017,Coyote,"seen at night- poor quality due to old phone Coyote (Canis latrans) observed at Woody Creek Dr, Ponte Vedra Beach, FL, US.",Coyote; Canis latrans,observed; seen,Beach; Creek,,,
246912787_0,246912787,Red Fox,"Went after a duck in this little pond - seemed unafraid of my car Red Fox (Vulpes vulpes) observed at Gainesville, FL, US.",Red Fox; Vulpes vulpes,observed,pond,,,
179076203_0,179076203,Florida Manatee,"Found at silver springs state park Florida Manatee (Trichechus manatus latirostris) observed at Marion County, US-FL, US.",Florida Manatee; Trichechus manatus latirostris,Found; observed,park,,,
196591523_0,196591523,Eastern Cottontail,"Rabbits by the neighborhood pond Eastern Cottontail (Sylvilagus floridanus) observed at NW Federal Hwy N, Stuart, FL, US.",Sylvilagus floridanus; Eastern Cottontail,observed,pond; neighborhood,,,
241482403_0,241482403,Domestic Cat,"black cat at lake!! he s good luck Domestic Cat (Felis catus) observed at University of Central Florida, Orlando, FL, US.",cat; Felis catus; Domestic Cat,observed,lake,,,
256136663_5,256136663,Common Bottlenose Dolphin,"Common Bottlenose Dolphin (Tursiops truncatus) observed at Florida, Hernando, Pine Island, Bayview Avenue, Crawford yard.",Tursiops truncatus; Common Bottlenose Dolphin,observed,yard,,,
161533407_0,161533407,Hispid Cotton Rat,- Photos taken along the Marsh Trail - See additional photos Hispid Cotton Rat (Sigmodon hispidus) observed at Arthur R.,Sigmodon hispidus; Hispid Cotton Rat,observed,Trail; Marsh,,,
187174749_0,187174749,Mexican Long-nosed Armadillo,Deuterostome - armadillo Phylum chordata Mexican Long-nosed Armadillo (Dasypus mexicanus) observed at lettuce lake park.,Mexican Long-nosed Armadillo; armadillo,observed,lake; park,,,
219589208_0,219589208,Eastern Cottontail,"- See additional photo My backyard Eastern Cottontail (Sylvilagus floridanus) observed at (west) Boynton Beach, FL, USA.",Sylvilagus floridanus; Eastern Cottontail,observed,backyard; Beach,,,
247369612_0,247369612,Domestic Cat,"I think this is a cat skull, poor thing : Domestic Cat (Felis catus) observed at Lancaster Park, Orlando, FL 32806, USA.",cat; Felis catus; Domestic Cat,observed,Park,,,
149769690_0,149769690,North American River Otter,"Eating a fish in pic 1 North American River Otter (Lontra canadensis) observed at Field Brook Ln, Jacksonville, FL, US.",North American River Otter; Lontra canadensis,observed; Eating,Field,,,
235417071_0,235417071,Florida Gray Squirrel,"North Jupiter Flatwoods Natural Area Florida Gray Squirrel (Sciurus carolinensis extimus) observed at Jupiter, FL, USA.",Gray Squirrel; Sciurus carolinensis,observed,Flatwoods,,,
242012653_0,242012653,Coyote,"Telogia Creek Wildlife Management Area, Hosford, Liberty County, FL Coyote (Canis latrans) observed at Hosford, FL, US.",Coyote; Canis latrans,observed,Creek,,,
256379234_0,256379234,Common Bottlenose Dolphin,"Approx. 5 individuals traveling Common Bottlenose Dolphin (Tursiops truncatus) observed at Indian Rocks Beach, FL, USA.",Tursiops truncatus; Common Bottlenose Dolphin,traveling; observed,Beach,,,
199824824_0,199824824,Eastern Cottontail,"2 rabbits seen on UCF campus Eastern Cottontail (Sylvilagus floridanus) observed at Lake Nona South, Orlando, FL, USA.",Sylvilagus floridanus; Eastern Cottontail,observed; seen,Lake,,,
208006114_1,208006114,Eastern Cottontail,"Eastern Cottontail (Sylvilagus floridanus) observed at Fairways Country Club Mobile Home Park, Florida, United States.",Sylvilagus floridanus; Eastern Cottontail,observed,Park,,,
295530873_0,295530873,Domestic Rabbit,"rabbits watching sunset Domestic Rabbit (Oryctolagus cuniculus domesticus) observed at Pond Ridge Cir, Weston, FL, US.",Rabbit,observed,Pond,,,
150979821_1,150979821,Mexican Long-nosed Armadillo,"Mexican Long-nosed Armadillo (Dasypus mexicanus) observed at Paynes Prairie Preserve State Park, Gainesville, FL, US.",Mexican Long-nosed Armadillo,observed,Paynes Prairie; Park,,,
165074245_0,165074245,Gray Fox,"Saw 2, they were very curious of me Gray Fox (Urocyon cinereoargenteus) observed at North Miami Beach, FL 33169, USA.",Gray Fox; Urocyon cinereoargenteus,observed,Beach,,,
192394945_3,192394945,Eastern Black Bear,"All of my observations from today: Eastern Black Bear (Ursus americanus americanus) observed at Big Cypress, FL, USA.",Black Bear,observed,Big Cypress,,,
196641756_9,196641756,Domestic Cat,"No animals are permitted in the park, and this cat was prowling around the bathrooms, probably hunting Palm Warblers.",cat,hunting,park,,,
223188013_0,223188013,Domestic Cat,"parking lot cat. was seen near the bird in the previous obs Domestic Cat (Felis catus) observed at Westview, FL, USA.",cat; Felis catus; Domestic Cat,observed; seen,parking lot,,,
225853353_0,225853353,Hispid Cotton Rat,"Kissimmee Prairie Preserve near sunset Hispid Cotton Rat (Sigmodon hispidus) observed at Okeechobee County, FL, USA.",Sigmodon hispidus; Hispid Cotton Rat,observed,Prairie,,,
252180030_0,252180030,North American River Otter,They brought a huge fish to shore to have a meal North American River Otter (Lontra canadensis) observed at Port St.,North American River Otter; Lontra canadensis,observed,shore,,,
166937854_6,166937854,Southeastern Pocket Gopher,"Southeastern Pocket Gopher (Geomys pinetis) observed at Florida, Citrus, Withlacoochee State Forest, Citrus Tract.",Geomys pinetis; Southeastern Pocket Gopher,observed,Forest,,,
254111201_2,254111201,Domestic Rabbit,"Lucky Bunny Domestic Rabbit (Oryctolagus cuniculus domesticus) observed at First St N, Jacksonville Beach, FL, US.",Rabbit,observed,Beach,,,
263784687_0,263784687,North American River Otter,"SWA Greenway Trail System North American River Otter (Lontra canadensis) observed at Palm Beach County, US-FL, US.",North American River Otter; Lontra canadensis,observed,Trail; Beach,,,
179031703_0,179031703,American Black Bear,"Mother and two cubs seen crossing road American Black Bear (Ursus americanus) observed at Monroe County, FL, USA.",Black Bear,crossing; observed; seen,road,,,
194414681_0,194414681,Common Bottlenose Dolphin,"ecoEXPLORE Username: colettelkw Common Bottlenose Dolphin (Tursiops truncatus) observed at Bay County, US-FL, US.",Tursiops truncatus; Common Bottlenose Dolphin,observed,Bay,,,
